"","timestamp","report_week","week","year","hospital_code","federal_entity","hospital_type","administrative_entity","arch_beds_count","op_beds_count","op_beds_er_count","op_pavilions_count","operability_icu","operability_icu_p","operability_er","operability_sx","operability_lab","operability_uls","operability_ct_mri","operability_xr","er_avail_adrenalin","er_avail_atropine","er_avail_dopamine","er_avail_cephalosporins_betalactams","er_avail_aminoglycosides_quinolone","er_avail_vancomycin_clindamycin","er_avail_lidocaine","er_avail_minor_opioids","er_avail_major_opioids","er_avail_iv_fluids","er_avail_diazepam_dph","er_avail_heparin","er_avail_steroids","er_avail_insulin","er_avail_asthma","er_avail_blood_pressure","er_avail_defibrillator","er_avail_ott_intubation","er_avail_catheter","er_avail_oxygen_suction","sx_avail_minor_opioids","sx_avail_major_opioids","sx_avail_anesthetic_gases","sx_avail_anesthetics_iv","sx_avail_relaxants","sx_avail_ott_intubation","sx_avail_patient_lingerie_kit","sx_avail_disposables_mask_gloves_gown","sx_avail_oxygen_suction","rrt_date_stopped_operability","rrt_reason_stopped_operability","rrt_reverse_osmosis_unit_operability","nutr_reason_stopped_operability","nutr_freq_milk_formulas","pneumonia_antibiotic_therapy_latency","mi_thrombolytic_treatment_latency","power_outage_days_count","power_outage_equipment_failure","power_outage_mortatility","power_outage_deaths_count","strike_medical_staff_affected","strike_nurses_affected","strike_other_staff_affected","strike_patients_affected","strike_other_affected","staff_violence_affected_reasons","mortality_hospital_failure_cardiovascular_cause_equipos","mortality_hospital_failure_cardiovascular_cause_medicamentos","mortality_hospital_failure_cardiovascular_cause_recursohumano","mortality_hospital_failure_cardiovascular_cause_luzelectrica","mortality_hospital_failure_cardiovascular_cause_restoestructurales","mortality_hospital_failure_trauma_cause_equipos","mortality_hospital_failure_trauma_cause_medicamentos","mortality_hospital_failure_trauma_cause_recursohumano","mortality_hospital_failure_trauma_cause_luzelectrica","mortality_hospital_failure_trauma_cause_restoestructurales","staff_violence_affected_reasons_violencia_familiares","staff_violence_affected_reasons_violencia_paramilitar","staff_violence_affected_reasons_violencia_fuerzas","staff_violence_affected_reasons_robos","staff_violence_affected_reasons_homicidios","epidemiological_emergency_suspected_diseases_difteria","epidemiological_emergency_suspected_diseases_sarampion","epidemiological_emergency_suspected_diseases_TBC","epidemiological_emergency_suspected_diseases_influenza","epidemiological_emergency_suspected_diseases_fiebrehemorragica","epidemiological_emergency_suspected_diseases_zika","epidemiological_emergency_suspected_diseases_gillanbarre"
"553","2019-07-08T18:03:52.699Z","27 del 2019","27","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,221,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Entre 3 y 5 días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","Entre 1 y 2 días","No hubo","No hubo","Todos los días","Todos los días","Entre 1 y 2 días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",151,124,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"554","2019-07-14T03:42:33.950Z","28 del 2019","28","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,211,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","Entre 3 y 5 días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",251,214,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"555","2019-07-22T11:42:24.425Z","29 del 2019","29","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,217,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",181,166,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"556","2020-01-19T23:49:30.854Z","3 del 2020","3","2020","FAL000","Falcón","Tipo IV","Gob. Estatal",300,267,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",197,178,"Menos de 3 días","Sí","Sí",2,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"557","2019-07-29T02:10:00.566Z","30 del 2019","30","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,209,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Entre 3 y 5 días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",181,156,"Menos de 3 días","Sí","Sí",2,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"558","2019-08-04T17:00:26.448Z","31 del 2019","31","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,232,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Entre 3 y 5 días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","Entre 1 y 2 días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",207,186,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"559","2019-08-12T11:30:03.665Z","32 del 2019","32","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,241,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",177,151,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"560","2019-08-19T14:55:48.707Z","33 del 2019","33","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,246,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Entre 3 y 5 días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",190,175,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"561","2019-08-25T13:59:01.952Z","34 del 2019","34","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,244,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",179,141,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"562","2019-09-01T14:15:47.505Z","35 del 2019","35","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,247,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",182,178,"Entre 3 y 5 días","Sí","Sí",2,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"563","2019-09-10T21:02:43.840Z","36 del 2019","36","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,240,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",145,135,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas con suspensión temporal  de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"564","2019-09-15T03:46:28.588Z","37 del 2019","37","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,239,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",178,154,"Menos de 3 días","Sí","No",0,"Protestas  sin suspensión de actividades","Protestas con suspensión temporal  de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares",1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"565","2019-09-26T13:15:18.862Z","38 del 2019","38","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,241,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",131,125,"Entre 3 y 5 días","Sí","Sí",2,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"566","2019-10-15T13:12:08.951Z","39 del 2019","39","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,241,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",142,118,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"567","2020-02-08T19:30:08.614Z","4 del 2020","4","2020","FAL000","Falcón","Tipo IV","Gob. Estatal",300,261,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",193,171,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"568","2019-10-16T01:54:45.980Z","40 del 2019","40","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,241,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",152,122,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"569","2019-10-29T05:06:23.308Z","42 del 2019","42","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,242,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",141,123,"Menos de 3 días","Sí","No",0,"Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"570","2019-10-29T20:02:31.398Z","43 del 2019","43","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,253,30,"1","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",181,165,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"571","2019-11-01T21:10:31.145Z","44 del 2019","44","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,253,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",204,182,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"572","2019-11-13T11:15:12.701Z","45 del 2019","45","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,251,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",71,183,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"573","2019-11-23T16:02:22.115Z","46 del 2019","46","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,251,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",167,143,"Entre 3 y 5 días","Sí","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"574","2019-11-23T16:12:13.071Z","47 del 2019","47","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,251,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",178,165,"Entre 3 y 5 días","Sí","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"575","2019-12-03T00:14:16.110Z","48 del 2019","48","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,249,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",178,159,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"576","2019-12-09T02:38:21.680Z","49 del 2019","49","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,261,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",191,171,"Menos de 3 días","No","No",NA,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"577","2020-02-09T12:28:34.277Z","5 del 2020","5","2020","FAL000","Falcón","Tipo IV","Gob. Estatal",300,271,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",183,177,"Todos los días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"578","2019-12-13T22:35:02.890Z","50 del 2019","50","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,270,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",169,149,"Menos de 3 días","No","No",0,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"579","2019-12-23T18:48:59.368Z","51 del 2019","51","2019","FAL000","Falcón","Tipo IV","Gob. Estatal",300,251,30,"1","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",180,165,"Menos de 3 días","Sí","Sí",3,"Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","Protestas  sin suspensión de actividades","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
